,Group,Guild,Taxon,Location,Foamation,Age,"Length of Skull (头骨长度, mm）","Length of whole body （身体长度,cm）",Reference,DOI,title
330,Tetrapod,,Sinosaurus triassicus,"YunnanState,CN",Lufeng,Hettangian-Sinemurian,,,Zhanget al.2023,,
